dataset,model,bin,lower_edge,upper_edge,n,mean_confidence,accuracy,accuracy_wilson_low,accuracy_wilson_high
Multi_Tissue_TME,scGPT embeddings plus Random Forest,5,0.4,0.5,15738,0.4452455209979776,0.5174100902274749,0.5095998703036663,0.52521181303297
Multi_Tissue_TME,scGPT embeddings plus Random Forest,6,0.5,0.6,10273,0.5435392445927526,0.6088776404166261,0.5994019045509988,0.6182719798777587
Multi_Tissue_TME,scGPT embeddings plus Random Forest,7,0.6,0.7,6636,0.6458657082841653,0.7034358047016275,0.6923314458903114,0.7143047692580466
Multi_Tissue_TME,scGPT embeddings plus Random Forest,8,0.7,0.8,3622,0.7462594201227765,0.7923799006073993,0.7788643366668502,0.8052759309246844
Multi_Tissue_TME,scGPT embeddings plus Random Forest,9,0.8,0.9,2349,0.8475995530418357,0.8765432098765432,0.8626220515127885,0.8892348121820011
Multi_Tissue_TME,scGPT embeddings plus Random Forest,10,0.9,1.0,1630,0.9499283225989781,0.949079754601227,0.9373121490406188,0.958735623585199
Multi_Tissue_TME,scGPT embeddings plus XGBoost,1,0.0,0.1,0,,,,
Multi_Tissue_TME,scGPT embeddings plus XGBoost,2,0.1,0.2,38,0.19358517033489128,0.15789473684210525,0.07443863415158927,0.3041681177922313
Multi_Tissue_TME,scGPT embeddings plus XGBoost,3,0.2,0.3,8160,0.2677130420363563,0.26544117647058824,0.25597239481601936,0.2751306993206258
Multi_Tissue_TME,scGPT embeddings plus XGBoost,4,0.3,0.4,18247,0.3508597281316656,0.3408231490107963,0.33397999649357774,0.3477333089939076
Multi_Tissue_TME,scGPT embeddings plus XGBoost,5,0.4,0.5,17419,0.4486979603035126,0.45427406854584074,0.44689090244154556,0.46167739832815974
Multi_Tissue_TME,scGPT embeddings plus XGBoost,6,0.5,0.6,13434,0.5471479894993506,0.5557540568706267,0.547336998836995,0.5641392382201628
Multi_Tissue_TME,scGPT embeddings plus XGBoost,7,0.6,0.7,9465,0.6468490297241433,0.6626518753301638,0.6530624897738807,0.6721092868780306
Multi_Tissue_TME,scGPT embeddings plus XGBoost,8,0.7,0.8,6095,0.7451993372618321,0.7584905660377359,0.7475849772405475,0.7690705254931299
Multi_Tissue_TME,scGPT embeddings plus XGBoost,9,0.8,0.9,2520,0.8449765055425583,0.8587301587301587,0.8445847245225604,0.8717835694053859
Multi_Tissue_TME,scGPT embeddings plus XGBoost,10,0.9,1.0,2743,0.9502492952729245,0.981042654028436,0.9752258085834143,0.9855140228056919
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,1,0.0,0.1,0,,,,
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,2,0.1,0.2,31,0.191930694445487,0.16129032258064516,0.070926244433653,0.3263435395879326
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,3,0.2,0.3,6473,0.26908749254256664,0.2530511354858644,0.24260853818673242,0.26378666689489544
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,4,0.3,0.4,17904,0.3525163409474095,0.3436662198391421,0.3367437114343755,0.3506557993959683
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,5,0.4,0.5,17815,0.44854641619472735,0.45315745158574233,0.4458584402980594,0.460476659890297
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,6,0.5,0.6,15371,0.5482370108744091,0.559820441090365,0.5519588702880266,0.5676521191927754
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,7,0.6,0.7,10063,0.6445023931957531,0.6319189108615721,0.6224472870313112,0.6412898554339311
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,8,0.7,0.8,4960,0.7444056396042147,0.7205645161290323,0.7079097320997233,0.7328779155621389
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,9,0.8,0.9,3196,0.8492664679866261,0.8053817271589487,0.7912926634429489,0.8187375599667486
Multi_Tissue_TME,Matched HVGs plus Logistic Regression,10,0.9,1.0,2308,0.9445466831507261,0.9207105719237435,0.9089755093827399,0.9310474915849147
Multi_Tissue_TME,Matched HVGs plus Random Forest,1,0.0,0.1,0,,,,
Multi_Tissue_TME,Matched HVGs plus Random Forest,2,0.1,0.2,30,0.18966666410366695,0.1,0.03459988874733419,0.25621082579184085
Multi_Tissue_TME,Matched HVGs plus Random Forest,3,0.2,0.3,8576,0.2642046054703559,0.26644123134328357,0.25719058795025296,0.27590101761997077
Multi_Tissue_TME,Matched HVGs plus Random Forest,4,0.3,0.4,16338,0.34762338416012223,0.3476557718202962,0.3403900182697844,0.3549931481534176
Multi_Tissue_TME,Matched HVGs plus Random Forest,5,0.4,0.5,15688,0.4471682586870073,0.4708057113717491,0.46300306118336526,0.47862265544117405
Multi_Tissue_TME,Matched HVGs plus Random Forest,6,0.5,0.6,13712,0.5455247342430029,0.5891190198366394,0.5808602961558065,0.5973278235696702
Multi_Tissue_TME,Matched HVGs plus Random Forest,7,0.6,0.7,11105,0.647335248930612,0.6942818550202612,0.6856471431400072,0.7027822008195094
Multi_Tissue_TME,Matched HVGs plus Random Forest,8,0.7,0.8,6534,0.7459598594497094,0.7805325987144169,0.7703338590490167,0.7904016716442097
Multi_Tissue_TME,Matched HVGs plus Random Forest,9,0.8,0.9,4081,0.8451253416578549,0.8750306297476109,0.8645309735876906,0.8848249147271817
Multi_Tissue_TME,Matched HVGs plus Random Forest,10,0.9,1.0,2057,0.9442673977219949,0.9309674282936315,0.9191895446345218,0.9411386443250455
Multi_Tissue_TME,Matched HVGs plus XGBoost,1,0.0,0.1,0,,,,
Multi_Tissue_TME,Matched HVGs plus XGBoost,2,0.1,0.2,17,0.19357480459353504,0.17647058823529413,0.06191126637620997,0.41029458568834126
Multi_Tissue_TME,Matched HVGs plus XGBoost,3,0.2,0.3,7545,0.26976452511497645,0.2662690523525514,0.25641633031145794,0.2763596566741001
Multi_Tissue_TME,Matched HVGs plus XGBoost,4,0.3,0.4,18110,0.34923212738540016,0.3451684152401988,0.33827771369277126,0.35212478802123515
Multi_Tissue_TME,Matched HVGs plus XGBoost,5,0.4,0.5,15061,0.4500576323598878,0.45720735674921986,0.4492632757253675,0.4651732615907772
Multi_Tissue_TME,Matched HVGs plus XGBoost,6,0.5,0.6,14620,0.5492048781604676,0.5789329685362518,0.5709100493016076,0.5869144188108991
Multi_Tissue_TME,Matched HVGs plus XGBoost,7,0.6,0.7,10950,0.6452602887208059,0.6967123287671233,0.688034734621596,0.705251950802442
Multi_Tissue_TME,Matched HVGs plus XGBoost,8,0.7,0.8,5417,0.7436358868162505,0.7925050766106702,0.7815008822259099,0.803094705760428
Multi_Tissue_TME,Matched HVGs plus XGBoost,9,0.8,0.9,3214,0.846127738623272,0.9051026757934039,0.8944814349030307,0.9147566936138226
Multi_Tissue_TME,Matched HVGs plus XGBoost,10,0.9,1.0,3187,0.9481486879922695,0.9846250392218387,0.9797327990459291,0.9883503977737794
Human_Pancreas,scGPT embeddings plus Logistic Regression,1,0.0,0.1,0,,,,
Human_Pancreas,scGPT embeddings plus Logistic Regression,2,0.1,0.2,0,,,,
Human_Pancreas,scGPT embeddings plus Logistic Regression,3,0.2,0.3,0,,,,
Human_Pancreas,scGPT embeddings plus Logistic Regression,4,0.3,0.4,7,0.36855351499148775,0.2857142857142857,0.08221892400405678,0.6410655481673808
Human_Pancreas,scGPT embeddings plus Logistic Regression,5,0.4,0.5,52,0.4638321233483461,0.5576923076923077,0.42339761787202884,0.6840494318059871
Human_Pancreas,scGPT embeddings plus Logistic Regression,6,0.5,0.6,114,0.5535073233278174,0.6578947368421053,0.5669372233352975,0.7385579764040159
Human_Pancreas,scGPT embeddings plus Logistic Regression,7,0.6,0.7,145,0.6506107248108962,0.8620689655172413,0.7965444414169767,0.908904167001267
Human_Pancreas,scGPT embeddings plus Logistic Regression,8,0.7,0.8,234,0.7533741453264513,0.9188034188034188,0.8766738771407516,0.9474044856974198
Human_Pancreas,scGPT embeddings plus Logistic Regression,9,0.8,0.9,477,0.8603170312925454,0.9748427672955975,0.9565469307518037,0.9855515337005383
Human_Pancreas,scGPT embeddings plus Logistic Regression,10,0.9,1.0,4266,0.9701849774078086,0.9995311767463666,0.9982921022578607,0.9998714223375326
Human_Pancreas,scGPT embeddings plus Random Forest,1,0.0,0.1,0,,,,
Human_Pancreas,scGPT embeddings plus Random Forest,2,0.1,0.2,0,,,,
Human_Pancreas,scGPT embeddings plus Random Forest,3,0.2,0.3,0,,,,
Human_Pancreas,scGPT embeddings plus Random Forest,4,0.3,0.4,11,0.36590908603234723,0.5454545454545454,0.280091537409322,0.7872872837754024
Human_Pancreas,scGPT embeddings plus Random Forest,5,0.4,0.5,55,0.45927272818305276,0.6,0.46812799210121386,0.7188150276753689
Human_Pancreas,scGPT embeddings plus Random Forest,6,0.5,0.6,125,0.5451199936866761,0.728,0.644064961834957,0.7983392186340461
Human_Pancreas,scGPT embeddings plus Random Forest,7,0.6,0.7,157,0.6561783445868522,0.821656050955414,0.7543177218856917,0.8736298280839633
Human_Pancreas,scGPT embeddings plus Random Forest,8,0.7,0.8,231,0.7542207780338469,0.9653679653679653,0.9331623796892783,0.982348880884846
Human_Pancreas,scGPT embeddings plus Random Forest,9,0.8,0.9,480,0.8569999961803357,0.9791666666666666,0.9620795037783362,0.9886451429296891
Human_Pancreas,scGPT embeddings plus Random Forest,10,0.9,1.0,4236,0.981021014359675,0.9985835694050992,0.9969129866401432,0.9993506805336054
Human_Pancreas,scGPT embeddings plus XGBoost,1,0.0,0.1,0,,,,
Human_Pancreas,scGPT embeddings plus XGBoost,2,0.1,0.2,0,,,,
Human_Pancreas,scGPT embeddings plus XGBoost,3,0.2,0.3,0,,,,
Human_Pancreas,scGPT embeddings plus XGBoost,4,0.3,0.4,0,,,,
Human_Pancreas,scGPT embeddings plus XGBoost,5,0.4,0.5,5,0.4307121753692627,0.2,0.03622410863243014,0.6244653702374747
Human_Pancreas,scGPT embeddings plus XGBoost,6,0.5,0.6,11,0.5615654208443381,0.36363636363636365,0.15166471095367573,0.6461988254921511
Human_Pancreas,scGPT embeddings plus XGBoost,7,0.6,0.7,17,0.6500611480544595,0.6470588235294118,0.41300363485218694,0.8269027960275627
Human_Pancreas,scGPT embeddings plus XGBoost,8,0.7,0.8,17,0.7366994724554174,0.5882352941176471,0.3600544264299978,0.7838894320978518
Human_Pancreas,scGPT embeddings plus XGBoost,9,0.8,0.9,31,0.8502531128544961,0.7096774193548387,0.5340767066925007,0.8390419984369939
Human_Pancreas,scGPT embeddings plus XGBoost,10,0.9,1.0,5214,0.9983400474072052,0.9955887993862678,0.9933891653300967,0.9970587125492826
Human_Pancreas,Matched HVGs plus Logistic Regression,1,0.0,0.1,0,,,,
Human_Pancreas,Matched HVGs plus Logistic Regression,2,0.1,0.2,0,,,,
Human_Pancreas,Matched HVGs plus Logistic Regression,3,0.2,0.3,0,,,,
Human_Pancreas,Matched HVGs plus Logistic Regression,4,0.3,0.4,0,,,,
Human_Pancreas,Matched HVGs plus Logistic Regression,5,0.4,0.5,0,,,,
Human_Pancreas,Matched HVGs plus Logistic Regression,6,0.5,0.6,2,0.582870751619339,0.5,0.09453120573423074,0.9054687942657693
Human_Pancreas,Matched HVGs plus Logistic Regression,7,0.6,0.7,1,0.6502573490142822,0.0,0.0,0.7934506856227626
Human_Pancreas,Matched HVGs plus Logistic Regression,8,0.7,0.8,7,0.7617712531770978,0.7142857142857143,0.35893445183261935,0.9177810759959433
Human_Pancreas,Matched HVGs plus Logistic Regression,9,0.8,0.9,10,0.8675112307071686,0.6,0.31267376973365824,0.8318196702937638
Human_Pancreas,Matched HVGs plus Logistic Regression,10,0.9,1.0,5275,0.9997999201453692,0.9996208530805687,0.9986185312038915,0.9998960180808589
Human_Pancreas,Matched HVGs plus Random Forest,1,0.0,0.1,0,,,,
Human_Pancreas,Matched HVGs plus Random Forest,2,0.1,0.2,0,,,,
Human_Pancreas,Matched HVGs plus Random Forest,3,0.2,0.3,0,,,,
Human_Pancreas,Matched HVGs plus Random Forest,4,0.3,0.4,8,0.36500000953674316,0.5,0.21521606221387757,0.7847839377861224
Human_Pancreas,Matched HVGs plus Random Forest,5,0.4,0.5,24,0.44583333159486455,0.625,0.42709962442674276,0.7884063244045122
Human_Pancreas,Matched HVGs plus Random Forest,6,0.5,0.6,28,0.5485714226961136,0.8214285714285714,0.6440857521065705,0.9212149805439572
Human_Pancreas,Matched HVGs plus Random Forest,7,0.6,0.7,59,0.6504237328545522,0.8813559322033898,0.7747635960001831,0.9413241722420971
Human_Pancreas,Matched HVGs plus Random Forest,8,0.7,0.8,100,0.7579999989271164,0.98,0.929988209271456,0.9944980324498376
Human_Pancreas,Matched HVGs plus Random Forest,9,0.8,0.9,362,0.8635773441409538,0.9972375690607734,0.9845206168919537,0.9995121965581008
Human_Pancreas,Matched HVGs plus Random Forest,10,0.9,1.0,4714,0.9780377656486917,1.0,0.9991857592387909,1.0
Human_Pancreas,Matched HVGs plus XGBoost,1,0.0,0.1,0,,,,
Human_Pancreas,Matched HVGs plus XGBoost,2,0.1,0.2,0,,,,
Human_Pancreas,Matched HVGs plus XGBoost,3,0.2,0.3,0,,,,
Human_Pancreas,Matched HVGs plus XGBoost,4,0.3,0.4,0,,,,
Human_Pancreas,Matched HVGs plus XGBoost,5,0.4,0.5,0,,,,
Human_Pancreas,Matched HVGs plus XGBoost,6,0.5,0.6,5,0.5641542553901673,0.4,0.11762077423264783,0.769275718723987
Human_Pancreas,Matched HVGs plus XGBoost,7,0.6,0.7,5,0.6614451169967651,0.6,0.2307242812760128,0.882379225767352
Human_Pancreas,Matched HVGs plus XGBoost,8,0.7,0.8,5,0.7430025577545166,1.0,0.5655175352168251,1.0
Human_Pancreas,Matched HVGs plus XGBoost,9,0.8,0.9,17,0.8592249540721669,0.8235294117647058,0.5897054143116588,0.9380887336237901
Human_Pancreas,Matched HVGs plus XGBoost,10,0.9,1.0,5263,0.9995317720719079,0.9986699600988029,0.9972569213754298,0.9993555722870072
Pig_Pancreas,scGPT embeddings plus Logistic Regression,1,0.0,0.1,0,,,,
Pig_Pancreas,scGPT embeddings plus Logistic Regression,2,0.1,0.2,0,,,,
Pig_Pancreas,scGPT embeddings plus Logistic Regression,3,0.2,0.3,0,,,,
Pig_Pancreas,scGPT embeddings plus Logistic Regression,4,0.3,0.4,16,0.3712000958621502,0.3125,0.14164643854782039,0.5559564416525933
Pig_Pancreas,scGPT embeddings plus Logistic Regression,5,0.4,0.5,109,0.46120163661624314,0.5137614678899083,0.4210730542514851,0.6055129189480197
Pig_Pancreas,scGPT embeddings plus Logistic Regression,6,0.5,0.6,174,0.5499278217896648,0.5862068965517241,0.5119358243859491,0.6567537500188978
Pig_Pancreas,scGPT embeddings plus Logistic Regression,7,0.6,0.7,186,0.6526277328050265,0.6989247311827957,0.6295217132427783,0.7602772298315753
Pig_Pancreas,scGPT embeddings plus Logistic Regression,8,0.7,0.8,224,0.7542593508426633,0.8258928571428571,0.7708544318612257,0.869942027025998
Pig_Pancreas,scGPT embeddings plus Logistic Regression,9,0.8,0.9,506,0.8620087222855082,0.9525691699604744,0.93039623573772,0.96792223577182
Pig_Pancreas,scGPT embeddings plus Logistic Regression,10,0.9,1.0,3197,0.9631333141950358,0.9978104472943384,0.9954870402034124,0.9989389696286186
Pig_Pancreas,scGPT embeddings plus Random Forest,1,0.0,0.1,0,,,,
Pig_Pancreas,scGPT embeddings plus Random Forest,2,0.1,0.2,0,,,,
Pig_Pancreas,scGPT embeddings plus Random Forest,3,0.2,0.3,0,,,,
Pig_Pancreas,scGPT embeddings plus Random Forest,4,0.3,0.4,24,0.37041666482885677,0.2916666666666667,0.14914648196960875,0.49167693664496637
Pig_Pancreas,scGPT embeddings plus Random Forest,5,0.4,0.5,131,0.45801526876806303,0.5572519083969466,0.4717670903549375,0.6394746607443763
Pig_Pancreas,scGPT embeddings plus Random Forest,6,0.5,0.6,207,0.5497101418637999,0.6038647342995169,0.5359273430420548,0.6680173661271627
Pig_Pancreas,scGPT embeddings plus Random Forest,7,0.6,0.7,218,0.6541284423902494,0.7752293577981652,0.7153267974712869,0.825600045680206
Pig_Pancreas,scGPT embeddings plus Random Forest,8,0.7,0.8,304,0.751743420958519,0.8717105263157895,0.8294286923946499,0.9047154377227831
Pig_Pancreas,scGPT embeddings plus Random Forest,9,0.8,0.9,649,0.85949922691692,0.9614791987673343,0.9437535279219301,0.9737739849324857
Pig_Pancreas,scGPT embeddings plus Random Forest,10,0.9,1.0,2879,0.9729593653528175,0.9986106286905175,0.9964328628346202,0.999459572115466
Pig_Pancreas,scGPT embeddings plus XGBoost,1,0.0,0.1,0,,,,
Pig_Pancreas,scGPT embeddings plus XGBoost,2,0.1,0.2,0,,,,
Pig_Pancreas,scGPT embeddings plus XGBoost,3,0.2,0.3,0,,,,
Pig_Pancreas,scGPT embeddings plus XGBoost,4,0.3,0.4,1,0.3827648162841797,0.0,0.0,0.7934506856227626
Pig_Pancreas,scGPT embeddings plus XGBoost,5,0.4,0.5,8,0.4782886318862438,0.375,0.13684428582359742,0.6942576053973727
Pig_Pancreas,scGPT embeddings plus XGBoost,6,0.5,0.6,41,0.5577592413599898,0.5121951219512195,0.3648450865154381,0.6574557044556734
Pig_Pancreas,scGPT embeddings plus XGBoost,7,0.6,0.7,33,0.6505145286068772,0.6060606060606061,0.43683440819940234,0.7531689256552291
Pig_Pancreas,scGPT embeddings plus XGBoost,8,0.7,0.8,52,0.7442313111745394,0.6923076923076923,0.5573041117529434,0.8008527205071096
Pig_Pancreas,scGPT embeddings plus XGBoost,9,0.8,0.9,81,0.8519362306889192,0.7901234567901234,0.6893461803165967,0.8646282639386685
Pig_Pancreas,scGPT embeddings plus XGBoost,10,0.9,1.0,4196,0.9970846709691421,0.9880838894184938,0.9843255511110351,0.9909493587066671
Pig_Pancreas,Matched HVGs plus Logistic Regression,1,0.0,0.1,0,,,,
Pig_Pancreas,Matched HVGs plus Logistic Regression,2,0.1,0.2,0,,,,
Pig_Pancreas,Matched HVGs plus Logistic Regression,3,0.2,0.3,0,,,,
Pig_Pancreas,Matched HVGs plus Logistic Regression,4,0.3,0.4,0,,,,
Pig_Pancreas,Matched HVGs plus Logistic Regression,5,0.4,0.5,0,,,,
Pig_Pancreas,Matched HVGs plus Logistic Regression,6,0.5,0.6,3,0.5624793767929077,0.6666666666666666,0.2076596008020477,0.9385080552796037
Pig_Pancreas,Matched HVGs plus Logistic Regression,7,0.6,0.7,3,0.6312102476755778,0.3333333333333333,0.06149194472039621,0.7923403991979522
Pig_Pancreas,Matched HVGs plus Logistic Regression,8,0.7,0.8,2,0.7821716070175171,1.0,0.34238022750665303,1.0
Pig_Pancreas,Matched HVGs plus Logistic Regression,9,0.8,0.9,10,0.8564445376396179,0.6,0.31267376973365824,0.8318196702937638
Pig_Pancreas,Matched HVGs plus Logistic Regression,10,0.9,1.0,4394,0.9998358231161636,0.999089667728721,0.9976615040531707,0.9996459343955384
Pig_Pancreas,Matched HVGs plus Random Forest,1,0.0,0.1,0,,,,
Pig_Pancreas,Matched HVGs plus Random Forest,2,0.1,0.2,0,,,,
Pig_Pancreas,Matched HVGs plus Random Forest,3,0.2,0.3,0,,,,
Pig_Pancreas,Matched HVGs plus Random Forest,4,0.3,0.4,2,0.35500000417232513,0.5,0.09453120573423074,0.9054687942657693
Pig_Pancreas,Matched HVGs plus Random Forest,5,0.4,0.5,18,0.4541666689846251,0.7222222222222222,0.4912734343970254,0.8750024662044601
Pig_Pancreas,Matched HVGs plus Random Forest,6,0.5,0.6,33,0.5518181757493452,0.9090909090909091,0.7642739435353026,0.9685960584754184
Pig_Pancreas,Matched HVGs plus Random Forest,7,0.6,0.7,43,0.6558139587557593,0.8604651162790697,0.7273641203261714,0.9344427657203511
Pig_Pancreas,Matched HVGs plus Random Forest,8,0.7,0.8,40,0.750500001013279,0.975,0.8711863103652591,0.9955731684973186
Pig_Pancreas,Matched HVGs plus Random Forest,9,0.8,0.9,126,0.8630952352569217,1.0,0.9704142355178014,0.9999999999999998
Pig_Pancreas,Matched HVGs plus Random Forest,10,0.9,1.0,4150,0.9895771125138524,1.0,0.9990752033126983,1.0
Pig_Pancreas,Matched HVGs plus XGBoost,1,0.0,0.1,0,,,,
Pig_Pancreas,Matched HVGs plus XGBoost,2,0.1,0.2,0,,,,
Pig_Pancreas,Matched HVGs plus XGBoost,3,0.2,0.3,0,,,,
Pig_Pancreas,Matched HVGs plus XGBoost,4,0.3,0.4,0,,,,
Pig_Pancreas,Matched HVGs plus XGBoost,5,0.4,0.5,0,,,,
Pig_Pancreas,Matched HVGs plus XGBoost,6,0.5,0.6,6,0.5743675827980042,0.3333333333333333,0.09677141110578041,0.700006684861608
Pig_Pancreas,Matched HVGs plus XGBoost,7,0.6,0.7,4,0.6588110476732254,0.75,0.30064184258240184,0.9544127391902995
Pig_Pancreas,Matched HVGs plus XGBoost,8,0.7,0.8,6,0.7585743168989817,0.6666666666666666,0.299993315138392,0.9032285888942195
Pig_Pancreas,Matched HVGs plus XGBoost,9,0.8,0.9,12,0.8677359372377396,0.6666666666666666,0.39062208887279953,0.8618799089087867
Pig_Pancreas,Matched HVGs plus XGBoost,10,0.9,1.0,4384,0.9997005432327516,0.9986313868613139,0.9970170859669611,0.9993726061015962
