pipeline,calibrated,temperature_mean,temperature_sd,macro_f1_mean,macro_f1_sd,ece_mean,ece_sd,brier_mean,brier_sd,nll_mean,nll_sd
Matched HVGs plus Logistic Regression,False,1.2326120835180465,0.01587629632336013,0.9555251740955306,0.0027543777049898526,0.010183826485069662,0.0008414369781134681,0.07296811520903748,0.003072982780110529,0.13794582037895403,0.005652951162612562
Matched HVGs plus Logistic Regression,True,1.2326120835180465,0.01587629632336013,0.9555251740955306,0.0027543777049898526,0.0021986243646128,0.000847860320125266,0.07249384187050853,0.0030085702404041128,0.13401899740163173,0.005331619183120772
scGPT embeddings plus Logistic Regression,False,0.8061983055338542,0.01224545298573078,0.925430027163382,0.0033521771248566177,0.02404063184773256,0.0015395159745495038,0.1165206238779396,0.00464798132684555,0.21511845572253474,0.008070508192013366
scGPT embeddings plus Logistic Regression,True,0.8061983055338542,0.01224545298573078,0.925430027163382,0.0033521771248566177,0.0030373904670616602,0.0013448578051662632,0.11523964625539496,0.004775491070211949,0.20653025747832218,0.0084766651861618
